Date,Time,relay,Channel 1,Channel 2,Channel 3,Channel 4
11/12/2024,0.035518519,1,0.592,0.591875,0.593875,0.592375
11/12/2024,0.035577546,1,0.5925,0.59025,0.592625,0.59225
11/12/2024,0.035636573,1,0.593,0.588625,0.5925,0.592125
11/12/2024,0.0356956,1,0.5935,0.587,0.59275,0.592
11/12/2024,0.035754627,1,0.594,0.585375,0.593,0.591875
11/12/2024,0.035813654,1,0.5945,0.58375,0.59325,0.59175
11/12/2024,0.035872681,1,0.595,0.582125,0.5935,0.591625
11/12/2024,0.035931708,1,0.5955,0.5805,0.59375,0.5915
11/12/2024,0.035990735,1,0.596,0.578875,0.594,0.591375
11/12/2024,0.036049762,1,0.5965,0.57725,0.59425,0.59125
11/12/2024,0.036108789,1,0.597,0.575625,0.5945,0.591125
11/12/2024,0.036167816,1,0.5975,0.574,0.59475,0.591
11/12/2024,0.036226843,1,0.598,0.572375,0.595,0.590875
11/12/2024,0.03628587,1,0.5985,0.57075,0.59525,0.59075
11/12/2024,0.036344897,1,0.599,0.569125,0.5955,0.590625
11/12/2024,0.036403924,1,0.5995,0.5675,0.59575,0.5905
11/12/2024,0.036462951,1,0.6,0.565875,0.596,0.590375
11/12/2024,0.036521978,1,0.6005,0.56425,0.59625,0.59025
11/12/2024,0.036581005,1,0.601,0.562625,0.5965,0.590125
11/12/2024,0.036640032,1,0.6015,0.561,0.59675,0.59
11/12/2024,0.036699059,1,0.602,0.559375,0.597,0.589875
11/12/2024,0.036758086,1,0.6025,0.55775,0.59725,0.58975
11/12/2024,0.036817113,1,0.603,0.556125,0.5975,0.589625
11/12/2024,0.03687614,1,0.6035,0.5545,0.59775,0.5895
11/12/2024,0.036935167,1,0.604,0.552875,0.598,0.589375
11/12/2024,0.036994194,1,0.6045,0.55125,0.59825,0.58925
11/12/2024,0.037053221,1,0.605,0.549625,0.5985,0.589125
11/12/2024,0.037112248,1,0.6055,0.548,0.59875,0.589
11/12/2024,0.037171275,1,0.606,0.546375,0.599,0.588875
11/12/2024,0.037230302,1,0.6065,0.54475,0.59925,0.58875
11/12/2024,0.037289329,1,0.607,0.543125,0.5995,0.588625
11/12/2024,0.037348356,1,0.6075,0.5415,0.59975,0.5885
11/12/2024,0.037407383,1,0.608,0.539875,0.6,0.588375
11/12/2024,0.03746641,1,0.6085,0.53825,0.60025,0.58825
11/12/2024,0.037525437,1,0.609,0.536625,0.6005,0.588125
11/12/2024,0.037584464,1,0.6095,0.535,0.60075,0.588
11/12/2024,0.037643491,1,0.61,0.533375,0.601,0.587875
11/12/2024,0.037702518,1,0.6105,0.53175,0.60125,0.58775
11/12/2024,0.037761545,1,0.611,0.530125,0.6015,0.587625
11/12/2024,0.037820572,1,0.6115,0.5285,0.60175,0.5875
11/12/2024,0.037879599,1,0.612,0.526875,0.602,0.587375
11/12/2024,0.037938626,1,0.6125,0.52525,0.60225,0.58725
11/12/2024,0.037997653,1,0.613,0.523625,0.6025,0.587125
11/12/2024,0.03805668,1,0.6135,0.522,0.60275,0.587
11/12/2024,0.038115707,1,0.614,0.520375,0.603,0.586875
11/12/2024,0.038174734,1,0.6145,0.51875,0.60325,0.58675
11/12/2024,0.038233761,1,0.615,0.517125,0.6035,0.586625
11/12/2024,0.038292788,1,0.6155,0.5155,0.60375,0.5865
11/12/2024,0.038351815,1,0.616,0.513875,0.604,0.586375
11/12/2024,0.038410842,1,0.6165,0.51225,0.60425,0.58625
11/12/2024,0.038469869,1,0.617,0.510625,0.6045,0.586125
11/12/2024,0.038528896,1,0.6175,0.509,0.60475,0.586
11/12/2024,0.038587923,1,0.618,0.507375,0.605,0.585875
11/12/2024,0.03864695,1,0.6185,0.50575,0.60525,0.58575
11/12/2024,0.038705977,1,0.619,0.504125,0.6055,0.585625
11/12/2024,0.038765004,1,0.6195,0.5025,0.60575,0.5855
11/12/2024,0.038824031,1,0.62,0.500875,0.606,0.585375
11/12/2024,0.038883058,1,0.6205,0.49925,0.60625,0.58525
11/12/2024,0.038942085,1,0.621,0.497625,0.6065,0.585125
11/12/2024,0.039001112,1,0.6215,0.496,0.60675,0.585
11/12/2024,0.039060139,1,0.622,0.494375,0.607,0.584875
11/12/2024,0.039119166,1,0.6225,0.49275,0.60725,0.58475
11/12/2024,0.039178193,1,0.623,0.491125,0.6075,0.584625
11/12/2024,0.03923722,1,0.6235,0.4895,0.60775,0.5845
11/12/2024,0.039296247,1,0.624,0.487875,0.608,0.584375
11/12/2024,0.039355274,1,0.6245,0.48625,0.60825,0.58425
11/12/2024,0.039414301,1,0.625,0.484625,0.6085,0.584125
11/12/2024,0.039473328,1,0.6255,0.483,0.60875,0.584
11/12/2024,0.039532355,1,0.626,0.481375,0.609,0.583875
11/12/2024,0.039591382,1,0.6265,0.47975,0.60925,0.58375
11/12/2024,0.039650409,1,0.627,0.478125,0.6095,0.583625
11/12/2024,0.039709436,1,0.6275,0.4765,0.60975,0.5835
11/12/2024,0.039768463,1,0.628,0.474875,0.61,0.583375
11/12/2024,0.03982749,1,0.6285,0.47325,0.61025,0.58325
11/12/2024,0.039886517,1,0.629,0.471625,0.6105,0.583125
11/12/2024,0.039945544,1,0.6295,0.47,0.61075,0.583
11/12/2024,0.040004571,1,0.63,0.468375,0.611,0.582875
11/12/2024,0.040063598,1,0.6305,0.46675,0.61125,0.58275
11/12/2024,0.040122625,1,0.631,0.465125,0.6115,0.582625
11/12/2024,0.040181652,1,0.6315,0.4635,0.61175,0.5825
11/12/2024,0.040240679,1,0.632,0.461875,0.612,0.582375
11/12/2024,0.040299706,1,0.6325,0.46025,0.61225,0.58225
11/12/2024,0.040358733,1,0.633,0.458625,0.6125,0.582125
11/12/2024,0.04041776,1,0.6335,0.457,0.61275,0.582
11/12/2024,0.040476787,1,0.634,0.455375,0.613,0.581875
11/12/2024,0.040535814,1,0.6345,0.45375,0.61325,0.58175
11/12/2024,0.040594841,1,0.635,0.452125,0.6135,0.581625
11/12/2024,0.040653868,1,0.6355,0.4505,0.61375,0.5815
11/12/2024,0.040712895,1,0.636,0.448875,0.614,0.581375
11/12/2024,0.040771922,1,0.6365,0.44725,0.61425,0.58125
11/12/2024,0.040830949,1,0.637,0.445625,0.6145,0.581125
11/12/2024,0.040889976,1,0.6375,0.444,0.61475,0.581
11/12/2024,0.040949003,1,0.638,0.442375,0.615,0.580875
11/12/2024,0.04100803,1,0.6385,0.44075,0.61525,0.58075
11/12/2024,0.041067057,1,0.639,0.439125,0.6155,0.580625
11/12/2024,0.041126084,1,0.6395,0.4375,0.61575,0.5805
11/12/2024,0.041185111,1,0.64,0.435875,0.616,0.580375
11/12/2024,0.041244138,1,0.6405,0.43425,0.61625,0.58025
11/12/2024,0.041303165,1,0.641,0.432625,0.6165,0.580125
11/12/2024,0.041362192,1,0.6415,0.431,0.61675,0.58
11/12/2024,0.041421219,1,0.642,0.429375,0.617,0.579875
11/12/2024,0.041480246,1,0.6425,0.42775,0.61725,0.57975
11/12/2024,0.041539273,1,0.643,0.426125,0.6175,0.579625
11/12/2024,0.0415983,1,0.6435,0.4245,0.61775,0.5795
11/12/2024,0.041657327,1,0.644,0.422875,0.618,0.579375
11/12/2024,0.041716354,1,0.6445,0.42125,0.61825,0.57925
11/12/2024,0.041775381,1,0.645,0.419625,0.6185,0.579125
11/12/2024,0.041834408,1,0.6455,0.418,0.61875,0.579
11/12/2024,0.041893435,1,0.646,0.416375,0.619,0.578875
11/12/2024,0.041952462,1,0.6465,0.41475,0.61925,0.57875
11/12/2024,0.042011489,1,0.647,0.413125,0.6195,0.578625
11/12/2024,0.042070516,1,0.6475,0.4115,0.61975,0.5785
11/12/2024,0.042129543,1,0.648,0.409875,0.62,0.578375
11/12/2024,0.04218857,1,0.6485,0.40825,0.62025,0.57825
11/12/2024,0.042247597,1,0.649,0.406625,0.6205,0.578125
11/12/2024,0.042306624,1,0.6495,0.405,0.62075,0.578
11/12/2024,0.042365651,1,0.65,0.403375,0.621,0.577875
11/12/2024,0.042424678,1,0.6505,0.40175,0.62125,0.57775
11/12/2024,0.042483705,1,0.651,0.400125,0.6215,0.577625
11/12/2024,0.042542732,1,0.6515,0.3985,0.62175,0.5775
11/12/2024,0.042601759,1,0.652,0.396875,0.622,0.577375
11/12/2024,0.042660786,1,0.6525,0.39525,0.62225,0.57725
11/12/2024,0.042719813,1,0.653,0.393625,0.6225,0.577125
11/12/2024,0.04277884,1,0.6535,0.392,0.62275,0.577
11/12/2024,0.042837867,1,0.654,0.390375,0.623,0.576875
11/12/2024,0.042896894,1,0.6545,0.38875,0.62325,0.57675
11/12/2024,0.042955921,1,0.655,0.387125,0.6235,0.576625
11/12/2024,0.043014948,1,0.6555,0.3855,0.62375,0.5765
11/12/2024,0.043073975,1,0.656,0.383875,0.624,0.576375
11/12/2024,0.043133002,1,0.6565,0.38225,0.62425,0.57625
11/12/2024,0.043192029,1,0.657,0.380625,0.6245,0.576125
11/12/2024,0.043251056,1,0.6575,0.379,0.62475,0.576
11/12/2024,0.043310083,1,0.658,0.377375,0.625,0.575875
11/12/2024,0.04336911,1,0.6585,0.37575,0.62525,0.57575
11/12/2024,0.043428137,1,0.659,0.374125,0.6255,0.575625
11/12/2024,0.043487164,1,0.6595,0.3725,0.62575,0.5755
11/12/2024,0.043546191,1,0.66,0.370875,0.626,0.575375
11/12/2024,0.043605218,1,0.6605,0.36925,0.62625,0.57525
11/12/2024,0.043664245,1,0.661,0.367625,0.6265,0.575125
11/12/2024,0.043723272,1,0.6615,0.366,0.62675,0.575
11/12/2024,0.043782299,1,0.662,0.364375,0.627,0.574875
11/12/2024,0.043841326,1,0.6625,0.36275,0.62725,0.57475
11/12/2024,0.043900353,1,0.663,0.361125,0.6275,0.574625
11/12/2024,0.04395938,1,0.6635,0.3595,0.62775,0.5745
11/12/2024,0.044018407,1,0.664,0.357875,0.628,0.574375
11/12/2024,0.044077434,1,0.6645,0.35625,0.62825,0.57425
11/12/2024,0.044136461,1,0.665,0.354625,0.6285,0.574125
11/12/2024,0.044195488,1,0.6655,0.353,0.62875,0.574
11/12/2024,0.044254515,1,0.666,0.351375,0.629,0.573875
11/12/2024,0.044313542,1,0.6665,0.34975,0.62925,0.57375
11/12/2024,0.044372569,1,0.667,0.348125,0.6295,0.573625
11/12/2024,0.044431596,1,0.6675,0.3465,0.62975,0.5735
11/12/2024,0.044490623,1,0.668,0.344875,0.63,0.573375
11/12/2024,0.04454965,1,0.6685,0.34325,0.63025,0.57325
11/12/2024,0.044608677,1,0.669,0.341625,0.6305,0.573125
11/12/2024,0.044667704,1,0.6695,0.34,0.63075,0.573
11/12/2024,0.044726731,1,0.67,0.338375,0.631,0.572875
11/12/2024,0.044785758,1,0.6705,0.33675,0.63125,0.57275
11/12/2024,0.044844785,1,0.671,0.335125,0.6315,0.572625
11/12/2024,0.044903812,1,0.6715,0.3335,0.63175,0.5725
11/12/2024,0.044962839,1,0.672,0.331875,0.632,0.572375
11/12/2024,0.045021866,1,0.6725,0.33025,0.63225,0.57225
11/12/2024,0.045080893,1,0.673,0.328625,0.6325,0.572125
11/12/2024,0.04513992,1,0.6735,0.327,0.63275,0.572
11/12/2024,0.045198947,1,0.674,0.325375,0.633,0.571875
11/12/2024,0.045257974,1,0.6745,0.32375,0.63325,0.57175
11/12/2024,0.045317001,1,0.675,0.322125,0.6335,0.571625
11/12/2024,0.045376028,1,0.6755,0.3205,0.63375,0.5715
11/12/2024,0.045435055,1,0.676,0.318875,0.634,0.571375
11/12/2024,0.045494082,1,0.6765,0.31725,0.63425,0.57125
11/12/2024,0.045553109,1,0.677,0.315625,0.6345,0.571125
11/12/2024,0.045612136,1,0.6775,0.314,0.63475,0.571
11/12/2024,0.045671163,1,0.678,0.312375,0.635,0.570875
11/12/2024,0.04573019,1,0.6785,0.31075,0.63525,0.57075
11/12/2024,0.045789217,1,0.679,0.309125,0.6355,0.570625
11/12/2024,0.045848244,1,0.6795,0.3075,0.63575,0.5705
11/12/2024,0.045907271,1,0.68,0.305875,0.636,0.570375
11/12/2024,0.045966298,1,0.6805,0.30425,0.63625,0.57025
11/12/2024,0.046025325,1,0.681,0.302625,0.6365,0.570125
11/12/2024,0.046084352,1,0.6815,0.301,0.63675,0.57
11/12/2024,0.046143379,1,0.682,0.299375,0.637,0.569875
11/12/2024,0.046202406,1,0.6825,0.29775,0.63725,0.56975
11/12/2024,0.046261433,1,0.683,0.296125,0.6375,0.569625
11/12/2024,0.04632046,1,0.6835,0.2945,0.63775,0.5695
11/12/2024,0.046379487,1,0.684,0.292875,0.638,0.569375
11/12/2024,0.046438514,1,0.6845,0.29125,0.63825,0.56925
11/12/2024,0.046497541,1,0.685,0.289625,0.6385,0.569125
11/12/2024,0.046556568,1,0.6855,0.288,0.63875,0.569
11/12/2024,0.046615595,1,0.686,0.286375,0.639,0.568875
11/12/2024,0.046674622,1,0.6865,0.28475,0.63925,0.56875
11/12/2024,0.046733649,1,0.687,0.283125,0.6395,0.568625
11/12/2024,0.046792676,1,0.6875,0.2815,0.63975,0.5685
11/12/2024,0.046851703,1,0.688,0.279875,0.64,0.568375
11/12/2024,0.04691073,1,0.6885,0.27825,0.64025,0.56825
11/12/2024,0.046969757,1,0.689,0.276625,0.6405,0.568125
11/12/2024,0.047028784,1,0.6895,0.275,0.64075,0.568
11/12/2024,0.047087811,1,0.69,0.273375,0.641,0.567875
11/12/2024,0.047146838,1,0.6905,0.27175,0.64125,0.56775
11/12/2024,0.047205865,1,0.691,0.270125,0.6415,0.567625
11/12/2024,0.047264892,1,0.6915,0.2685,0.64175,0.5675
11/12/2024,0.047323919,1,0.692,0.266875,0.642,0.567375
11/12/2024,0.047382946,1,0.6925,0.26525,0.64225,0.56725
11/12/2024,0.047441973,1,0.693,0.263625,0.6425,0.567125
11/12/2024,0.047501,1,0.6935,0.262,0.64275,0.567
11/12/2024,0.047560027,1,0.694,0.260375,0.643,0.566875
11/12/2024,0.047619054,1,0.6945,0.25875,0.64325,0.56675
11/12/2024,0.047678081,1,0.695,0.257125,0.6435,0.566625
11/12/2024,0.047737108,1,0.6955,0.2555,0.64375,0.5665
11/12/2024,0.047796135,1,0.696,0.253875,0.644,0.566375
11/12/2024,0.047855162,1,0.6965,0.25225,0.64425,0.56625
11/12/2024,0.047914189,1,0.697,0.250625,0.6445,0.566125
11/12/2024,0.047973216,1,0.6975,0.249,0.64475,0.566
11/12/2024,0.048032243,1,0.698,0.247375,0.645,0.565875
11/12/2024,0.04809127,1,0.6985,0.24575,0.64525,0.56575
11/12/2024,0.048150297,1,0.699,0.244125,0.6455,0.565625
11/12/2024,0.048209324,1,0.6995,0.2425,0.64575,0.5655
11/12/2024,0.048268351,1,0.7,0.240875,0.646,0.565375
11/12/2024,0.048327378,1,0.7005,0.23925,0.64625,0.56525
11/12/2024,0.048386405,1,0.701,0.237625,0.6465,0.565125
11/12/2024,0.048445432,1,0.7015,0.236,0.64675,0.565
11/12/2024,0.048504459,1,0.702,0.234375,0.647,0.564875
11/12/2024,0.048563486,1,0.7025,0.23275,0.64725,0.56475
11/12/2024,0.048622513,1,0.703,0.231125,0.6475,0.564625
11/12/2024,0.04868154,1,0.7035,0.2295,0.64775,0.5645
11/12/2024,0.048740567,1,0.704,0.227875,0.648,0.564375
11/12/2024,0.048799594,1,0.7045,0.22625,0.64825,0.56425
11/12/2024,0.048858621,1,0.705,0.224625,0.6485,0.564125
11/12/2024,0.048917648,1,0.7055,0.223,0.64875,0.564
11/12/2024,0.048976675,1,0.706,0.221375,0.649,0.563875
11/12/2024,0.049035702,1,0.7065,0.21975,0.64925,0.56375
11/12/2024,0.049094729,1,0.707,0.218125,0.6495,0.563625
11/12/2024,0.049153756,1,0.7075,0.2165,0.64975,0.5635
11/12/2024,0.049212783,1,0.708,0.214875,0.65,0.563375
11/12/2024,0.04927181,1,0.7085,0.21325,0.65025,0.56325
11/12/2024,0.049330837,1,0.709,0.211625,0.6505,0.563125
11/12/2024,0.049389864,1,0.7095,0.21,0.65075,0.563
11/12/2024,0.049448891,1,0.71,0.208375,0.651,0.562875
11/12/2024,0.049507918,1,0.7105,0.20675,0.65125,0.56275
11/12/2024,0.049566945,1,0.711,0.205125,0.6515,0.562625
11/12/2024,0.049625972,1,0.7115,0.2035,0.65175,0.5625
11/12/2024,0.049684999,1,0.712,0.201875,0.652,0.562375
11/12/2024,0.049744026,1,0.7125,0.20025,0.65225,0.56225
11/12/2024,0.049803053,1,0.713,0.198625,0.6525,0.562125
11/12/2024,0.04986208,1,0.7135,0.197,0.65275,0.562
11/12/2024,0.049921107,1,0.714,0.195375,0.653,0.561875
11/12/2024,0.049980134,1,0.7145,0.19375,0.65325,0.56175
11/12/2024,0.050039161,1,0.715,0.192125,0.6535,0.561625
11/12/2024,0.050098188,1,0.7155,0.1905,0.65375,0.5615
11/12/2024,0.050157215,1,0.716,0.188875,0.654,0.561375
11/12/2024,0.050216242,1,0.7165,0.18725,0.65425,0.56125
11/12/2024,0.050275269,1,0.717,0.185625,0.6545,0.561125
11/12/2024,0.050334296,1,0.7175,0.184,0.65475,0.561
11/12/2024,0.050393323,1,0.718,0.182375,0.655,0.560875
11/12/2024,0.05045235,1,0.7185,0.18075,0.65525,0.56075
11/12/2024,0.050511377,1,0.719,0.179125,0.6555,0.560625
11/12/2024,0.050570404,1,0.7195,0.1775,0.65575,0.5605
11/12/2024,0.050629431,1,0.72,0.175875,0.656,0.560375
11/12/2024,0.050688458,1,0.7205,0.17425,0.65625,0.56025
11/12/2024,0.050747485,1,0.721,0.172625,0.6565,0.560125
11/12/2024,0.050806512,1,0.7215,0.171,0.65675,0.56
11/12/2024,0.050865539,1,0.722,0.169375,0.657,0.559875
11/12/2024,0.050924566,1,0.7225,0.16775,0.65725,0.55975
11/12/2024,0.050983593,1,0.723,0.166125,0.6575,0.559625
11/12/2024,0.05104262,1,0.7235,0.1645,0.65775,0.5595
11/12/2024,0.051101647,1,0.724,0.162875,0.658,0.559375
11/12/2024,0.051160674,1,0.7245,0.16125,0.65825,0.55925
11/12/2024,0.051219701,1,0.725,0.159625,0.6585,0.559125
11/12/2024,0.051278728,1,0.7255,0.158,0.65875,0.559
11/12/2024,0.051337755,1,0.726,0.156375,0.659,0.558875
11/12/2024,0.051396782,1,0.7265,0.15475,0.65925,0.55875
11/12/2024,0.051455809,1,0.727,0.153125,0.6595,0.558625
11/12/2024,0.051514836,1,0.7275,0.1515,0.65975,0.5585
11/12/2024,0.051573863,1,0.728,0.149875,0.66,0.558375
11/12/2024,0.05163289,1,0.7285,0.14825,0.66025,0.55825
11/12/2024,0.051691917,1,0.729,0.146625,0.6605,0.558125
11/12/2024,0.051750944,1,0.7295,0.145,0.66075,0.558
11/12/2024,0.051809971,1,0.73,0.143375,0.661,0.557875
11/12/2024,0.051868998,1,0.7305,0.14175,0.66125,0.55775
11/12/2024,0.051928025,1,0.731,0.140125,0.6615,0.557625
11/12/2024,0.051987052,1,0.7315,0.1385,0.66175,0.5575
11/12/2024,0.052046079,1,0.732,0.136875,0.662,0.557375
11/12/2024,0.052105106,1,0.7325,0.13525,0.66225,0.55725
11/12/2024,0.052164133,1,0.733,0.133625,0.6625,0.557125
11/12/2024,0.05222316,1,0.7335,0.132,0.66275,0.557
11/12/2024,0.052282187,1,0.734,0.130375,0.663,0.556875
11/12/2024,0.052341214,1,0.7345,0.12875,0.66325,0.55675
11/12/2024,0.052400241,1,0.735,0.127125,0.6635,0.556625
11/12/2024,0.052459268,1,0.7355,0.1255,0.66375,0.5565
11/12/2024,0.052518295,1,0.736,0.123875,0.664,0.556375
11/12/2024,0.052577322,1,0.7365,0.12225,0.66425,0.55625
11/12/2024,0.052636349,1,0.737,0.120625,0.6645,0.556125
11/12/2024,0.052695376,1,0.7375,0.119,0.66475,0.556
11/12/2024,0.052754403,1,0.738,0.117375,0.665,0.555875
11/12/2024,0.05281343,1,0.7385,0.11575,0.66525,0.55575
11/12/2024,0.052872457,1,0.739,0.114125,0.6655,0.555625
11/12/2024,0.052931484,1,0.7395,0.1125,0.66575,0.5555
11/12/2024,0.052990511,1,0.74,0.110875,0.666,0.555375
11/12/2024,0.053049538,1,0.7405,0.10925,0.66625,0.55525
11/12/2024,0.053108565,1,0.741,0.107625,0.6665,0.555125
11/12/2024,0.053167592,1,0.7415,0.106,0.66675,0.555
11/12/2024,0.053226619,1,0.742,0.104375,0.667,0.554875
11/12/2024,0.053285646,1,0.7425,0.10275,0.66725,0.55475
11/12/2024,0.053344673,1,0.743,0.101125,0.6675,0.554625
11/12/2024,0.0534037,1,0.7435,0.0995,0.66775,0.5545
11/12/2024,0.053462727,1,0.744,0.097875,0.668,0.554375
11/12/2024,0.053521754,1,0.7445,0.09625,0.66825,0.55425
11/12/2024,0.053580781,1,0.745,0.094625,0.6685,0.554125
11/12/2024,0.053639808,1,0.7455,0.093,0.66875,0.554
11/12/2024,0.053698835,1,0.746,0.091375,0.669,0.553875
11/12/2024,0.053757862,1,0.7465,0.08975,0.66925,0.55375
11/12/2024,0.053816889,1,0.747,0.088125,0.6695,0.553625
11/12/2024,0.053875916,1,0.7475,0.0865,0.66975,0.5535
11/12/2024,0.053934943,1,0.748,0.084875,0.67,0.553375
11/12/2024,0.05399397,1,0.7485,0.08325,0.67025,0.55325
11/12/2024,0.054052997,1,0.749,0.081625,0.6705,0.553125
11/12/2024,0.054112024,1,0.7495,0.08,0.67075,0.553
11/12/2024,0.054171051,1,0.75,0.078375,0.671,0.552875
11/12/2024,0.054230078,1,0.7505,0.07675,0.67125,0.55275
11/12/2024,0.054289105,1,0.751,0.075125,0.6715,0.552625
11/12/2024,0.054348132,1,0.7515,0.0735,0.67175,0.5525
11/12/2024,0.054407159,1,0.752,0.071875,0.672,0.552375
11/12/2024,0.054466186,1,0.7525,0.07025,0.67225,0.55225
11/12/2024,0.054525213,1,0.753,0.068625,0.6725,0.552125
11/12/2024,0.05458424,1,0.7535,0.067,0.67275,0.552
11/12/2024,0.054643267,1,0.754,0.065375,0.673,0.551875
11/12/2024,0.054702294,1,0.7545,0.06375,0.67325,0.55175
11/12/2024,0.054761321,1,0.755,0.062125,0.6735,0.551625
11/12/2024,0.054820348,1,0.7555,0.0605,0.67375,0.5515
11/12/2024,0.054879375,1,0.756,0.058875,0.674,0.551375
11/12/2024,0.054938402,1,0.7565,0.05725,0.67425,0.55125
11/12/2024,0.054997429,1,0.757,0.055625,0.6745,0.551125
11/12/2024,0.055056456,1,0.7575,0.054,0.67475,0.551
11/12/2024,0.055115483,1,0.758,0.052375,0.675,0.550875
11/12/2024,0.05517451,1,0.7585,0.05075,0.67525,0.55075
11/12/2024,0.055233537,1,0.759,0.049125,0.6755,0.550625
11/12/2024,0.055292564,1,0.7595,0.0475,0.67575,0.5505
11/12/2024,0.055351591,1,0.76,0.045875,0.676,0.550375
11/12/2024,0.055410618,1,0.7605,0.04425,0.67625,0.55025
11/12/2024,0.055469645,1,0.761,0.042625,0.6765,0.550125
11/12/2024,0.055528672,1,0.7615,0.041,0.67675,0.55
11/12/2024,0.055587699,1,0.762,0.039375,0.677,0.549875
11/12/2024,0.055646726,1,0.7625,0.03775,0.67725,0.54975
